"nypy","name","address","pimpinan_yayasan","operator_yayasan","kode_pos","no_pendirian_yayasan","tgl_pendirian_yayasan","num_schools"
"AJ1183","BABUSSSALAM","Jl. Trans Kalimantan, Jawa tengah, Kec. Sungai Ambawang, Kab. Kuburaya Prov. Kalimantan Barat","Khosib","HAMZAH","78393","41","05 Jan 2016","1"
"AC2295","HARAPAN BANGSA SAMALANTAN","Jl. Raya Samalantan, Samalantan, Kec. Samalantan, Kab. Bengkayang Prov. Kalimantan Barat","F.A MUKSIN","Wagius Sindra Viranti","79281","97/KEP/19","05 Feb 1988","1"
"AC8192","YAYASAN PENDIDIKAN KRISTEN PINGDOLING ALOR","Jln. Jend. Sudirman No.180, -, Kec. Teluk Mutiara, Kab. Alor Prov. Nusa Tenggara Timur","DR. FREDRIK ABIA KANDE, S.Pd., M.Pd","RISKI WILSON KOROH","85813","07","28 Jan 2023","42"
"AH2681","YAYASAN BALAI PENDIDIKAN KEJURUAN QUICKLY","Jl. Menteng 7 No. 21, Menteng, Kec. Medan Denai, Kota Medan Prov. Sumatera Utara","EBENEZER SIHOMBING, SE","Dollar Tua Barasa","","","27 Feb 2015","1"
"AW8328","YAYASAN PENDIDIKAN ISLAM KEPRI","JLN. IR. SUTAMI, -, Kec. Sekupang, Kota Batam Prov. Kepulauan Riau","MASRUM","Habil, S.Kom","29428","41","04 Feb 2017","2"
"AL2968","YAYASAN AL-HIDAYAH SINDANGLENGO","Jl.Cicanir Kp.Sindanglengo, -, Kec. Puspahiang, Kab. Tasikmalaya Prov. Jawa Barat","KH.SAID BURHANUDIN","ANWAR","46472","9","07 Oct 2015","1"
"AM6483","Insan 'alim Banten","jalan Ciptayasa Km. 02 Kp. Kubang Bahad, Kubang Puji, Kec. Pontang, Kab. Serang Prov. Banten","Ade Firdaus, M.Pd.I","RUSDI AZIS","42192","04","01 Jun 2010","1"
"AE0303","YAYASAN PONDOK PESANTREN SADAMIYYAH","Jl.Makam Dowo Km 03, GUYANGAN, Kec. Bangsri, Kab. Jepara Prov. Jawa Tengah","H. AHMAD MAGHFURIN","Nina Ismaya","59453","13","10 Jun 2012","2"

"AK6712","YAYASAN PENDIDIKAN KOTA TERPADU MANDIRI","JL. KELAPA IV TANJUNG MAS MAKMUR, TANJUNG MAS MAKMUR, Kec. Mesuji Timur, Kab. Mesuji Prov. Lampung","HARTOYO, S.Pd","Heri Susanto","24699","800/402/II.01/MSJ/2012","07 Aug 2012","1"
"AB0466","LP. MA'ARIF CABANG KAB. GRESIK","Jl. M.H. Thamrin 50 Gresik, Pekauman, Kec. Gresik, Kab. Gresik Prov. Jawa Timur","Ismail Syarif","MUCHDOR MUJABBIR","","103","15 Jan 1986","16"
"AE1804","YAYASAN PENDIDIKAN TEKNOLOGI","Jl. Kol Sugiyono No 54, Pekauman, Kec. Tegal Barat, Kota Tegal Prov. Jawa Tengah","R. ABAS, BA","M. Basyarudin","52113","11/73","12 Nov 1973","1"
"AN9686","RAUDLATUL FALAH","Jl. Raya Bermi Gembong Km.01 Pat, BERMI, Kec. Gembong, Kab. Pati Prov. Jawa Tengah","KH. AHMAD DJAELANI, AH, S.Pd.I, M.Si","Siti Rubi'ah","59162","43-11-94","29 Nov 1994","1"
"AN4000","Yayasan Pendidikan Islam Teladan","Jl. Kenanga Muara Burnai II, Kec. Lempuing Jaya, Muara Burnai II, Kec. Lempuing Jaya, Kab. Ogan Komering Ilir Prov. Sumatera Selatan","Wayan Mulan","Wayan sunari","30657","04","04 Sep 2003","3"
"AJ8182","Nurussa'adah Al-Musri","Jl. Intake Kp. Cikereti, Saguling, Kec. Saguling, Kab. Bandung Barat Prov. Jawa Barat","K. H. Aan Bariji","Baihaqi Machdar","40561","05","08 Nov 2001","2"
"AD6391","YPP. AL FATH JALEN","Kp. Kebon, Jejalen Jaya, Kec. Tambun Utara, Kab. Bekasi Prov. Jawa Barat","H. Muhammad Yasin, Lc","","17567","510032160116","21 May 2007","1"
"AJ0415","YAYASAN PATRA MANDIRI PLAJU","Jln. Kebon Jahe Komplek Pertamina, -, Kec. Plaju, Kota Palembang Prov. Sumatera Selatan","Drs. H. WARTONO","Iqbal Tawakal","30268","Nomor: 54","29 Dec 2006","9"
"AN8825","YAYASAN PENDIDIKAN KEJURUAN","Jl. Anggrek I Ciwareng, CIWARENG, Kec. Babakancikao, Kab. Purwakarta Prov. Jawa Barat","H. R. S. BASADI NATANEGARA","","41151","587/A-DEP/III/1977","14 Mar 1977","1"
"AF4179","BADAN KARYA KEUSKUPAN SANGGAU PERWAKILAN SEKADAU","MERDEKA BARAT NO.15, -, Kec. Sekadau Hilir, Kab. Sekadau Prov. Kalimantan Barat","P. KRISTIANUS, CP","YOHANES PASKALIS WINDY","79582","219","26 Jun 1991","5"
"AG5913","YAYASAN DAARUNNADWAH CIKARANG","Jl. Pejuang Kp. Rawakuda, -, Kec. Kedung Waringin, Kab. Bekasi Prov. Jawa Barat","KH. Kamaludin Qizwiny,Lc","NURUL AZMI","17540","009/YPIDN-b/VII/2015","13 Aug 2015","2"
"AJ7026","SANDI ISLAMI","KOMP. GADING TUTUKA 2, Ciluncat, Kec. Cangkuang, Kab. Bandung Prov. Jawa Barat","HJ. EUIS SUSILAWATI. S.KM","Asep Maulana","40377","69830511","04 Apr 2015","3"
"AL7157","YAYASAN PENDIDIKAN DAN PONDOK PESANTREN ITTIHADIL IKHWAN","Jl.Raya Mantup No.28 Sumberdadi, Sumberdadi, Kec. Mantup, Kab. Lamongan Prov. Jawa Timur","Drs.H.ABD.MALIK,M.Ag","ANAS DAKUS SETYOTIN","62283","C-194.HT.03.01TH.1992","10 Aug 1992","1"
"AN6145","Wiyata Dharma","Jl.Dalem Rai,Gianyar, Gianyar, Kec. Gianyar, Kab. Gianyar Prov. Bali","Drs.I Made Sudama,M.M,M.Pd","NGAKAN NYOMAN OKA PARWATA","80511","49","22 Jun 2011","1"
"AA0661","Yayasan Wimar Asih","Jl. Pejaten Barat No. 16 D, Ragunan, Kec. Pasar Minggu, Kota Jakarta Selatan Prov. D.K.I. Jakarta","Dion Suryo Wibisono, SE, MM","Vidiartomo Santoso","12550","25","07 Oct 1976","2"
"AF1879","Yayasan Pendidikan dan Sosial Hikmah","Jalan Sekayu-Jirak, Sukalali, Kec. Sungai Keruh, Kab. Musi Banyuasin Prov. Sumatera Selatan","Syaipul Bahri","","30711","001/DIKBUDMEN/2000","01 Jul 2000","1"
"AD4083","Yayasan Widya Nusantara Sumedang","Jln Raya Raden Ali Sadikin Kilometer 5, -, Kec. Ujungjaya, Kab. Sumedang Prov. Jawa Barat","H. Andi Hidayat","Asep Deni Saputra","45383","62","26 Nov 2004","2"
"AF8952","Yayasan Khairurrosidin","Jl. TGH. Ahmad Abdul Gani 01, Paok Lombok, Kec. Suralaga, Kab. Lombok Timur Prov. Nusa Tenggara Barat","TGH. Ishak Khairuddin, Lc","ARROFIKI AUTADA, SE","83659","","07 Mar 2015","2"
"AA0790","YAYASAN AFIFAH SOEDJAIS","Jalan Patimura No. 6A Kel. Selong Kebayoran Baru Jakarta Selatan, GANDARIA UTARA, Kec. Kebayoran Baru, Kota Jakarta Selatan Prov. D.K.I. Jakarta","MOHAMMAD ZEIN MAWARDI ARIEF","SUPARNA","","03","09 Sep 2005","2"
"AI6732","AL-RAHMAN TORONAN BARA' LEKE","TORONAN, LARANGAN BADUNG, Kec. Palengaan, Kab. Pamekasan Prov. Jawa Timur","MUDAHRAH","Muradi","69362","219","09 Feb 2016","3"
"AM5319","TARBIYATUL ISLAMIYAH","jln.Raya Tanjung,Bayan, DESA JENGGALA, Kec. Tanjung, Kab. Lombok Utara Prov. Nusa Tenggara Barat","H. SULHI AKBAR S.Ag","LAILI HIDAYANTI","83352","","22 Jun 2014","1"
"AD4360","Al-Ittihad Selaawi","cigawir, Cigawir, Kec. Selaawi, Kab. Garut Prov. Jawa Barat","H. aenudin, S.Pd, M.Pd","Resa Muhammad Kalbi","44187","AHU-0027997.AH.01.12","02 Dec 2015","2"
"AX4979","YAYASAN PONDOK PESANTREN TERPADU QUEEN ZAM ZAM","Jl. Raya Bromo No.08, Gudang, Pohgedang, -, Kec. Pasrepan, Kab. Pasuruan Prov. Jawa Timur","MUHAMMAD UMAR FARUQ","Rizky Ramadhani","67175","97","16 Sep 2015","2"
"AB8206","YAYASAN PENDIDIKAN PASAMAN","Jln. Pagaran Ps. Rao, Tarung - Tarung, Kec. Rao, Kab. Pasaman Prov. Sumatera Barat","M. SALEH LUBIS, SE, M.Si","Desi Sudiawati","26353","Kpts.0809.08.MN.1997","01 Oct 1997","1"
"AG5346","YAYASAN PENDIDIKAN AN NAHL CIKIJING","Jl. Raya Cikijing - Talaga No. 02, BANJARANSARI, Kec. Cikijing, Kab. Majalengka Prov. Jawa Barat","Dede Kartika, A.Md.","MILADIYATUR RAHMAH","45466","11 Tahun 2015/NPWP:72.334.242.4.438.000","03 Mar 2015","1"
"AH0229","YPSLP","Jl. Pahlawan Sunaryo No. 2, Kutorejo, Kec. Pandaan, Kab. Pasuruan Prov. Jawa Timur","H. WIDJIANTO","Aditya Dani Rosanto","67156","03","03 Feb 2015","1"
"AD6127","YAYASAN KARYA UTAMA","Jalan Lapang Bola Desa, Warungbambu, Kec. Karawang Timur, Kab. Karawang Prov. Jawa Barat","MARLINA","Aldiana Septian","41313","","30 Dec 2014","1"
"AA3428","UMAR SJARIFUDDIN","Jalan Pajajaran No. 1A, PEUSING, Kec. Jalaksana, Kab. Kuningan Prov. Jawa Barat","H. Dudy Pamuji, SE.","Pendi Rahman","45554","27","18 Oct 2004","2"
"AE3940","Yayasan Islam Al-Islam","Jalan Madura, Joresan, Kec. Mlarak, Kab. Ponorogo Prov. Jawa Timur","K.H. Nurul Hamdi, BA","Zarrina Muhibah","63472","74","17 Sep 1982","1"
"AJ7240","AL-IDRIS","Kp. Parasalian, Linggasirna, Kec. Sariwangi, Kab. Tasikmalaya Prov. Jawa Barat","UCI SANUSI","Santi nurmayanti","46465","147","09 Jun 2011","2"
"AG4109","AL- HIDAYAH GUNUNG PUTRI","Kp.Momonot, TLAJUNG UDIK, Kec. Gunungputri, Kab. Bogor Prov. Jawa Barat","R.HIDAYAT","R Risma Kwargu","","","16 Apr 2015","3"
"AA3019","Yayasan Pendidikan Pancasila Manonjaya","Jl. PGA, Manonjaya, Kec. Manonjaya, Kab. Tasikmalaya Prov. Jawa Barat","Drs. H. Nandang, M.Pd","Agung Sofiyani","46197","29","29 Sep 2015","1"
"AJ4102","Yayasan Kasimo Sumba","Kererobbo, -, Kec. Kota Tambolaka, Kab. Sumba Barat Daya Prov. Nusa Tenggara Timur","Emanuel da Tito, S.Sos","Albert, A.Md.Kom","87255","","13 Mar 2015","4"
"AA6235","Yayasan Pendidikan Giri Pambudi Banyumas","Jl. Sunan Bonang, Tambaksari Kidul, Kec. Kembaran, Kab. Banyumas Prov. Jawa Tengah","Saheri, B.Sc","Aan Muazin","53182","420 Tahun 2014","16 Oct 2014","1"
"AJ6842","Al-Irsyad Al-Islamiyyah Cipanas","Jl.TK Yamin No.1, Palasari, Kec. Cipanas, Kab. Cianjur Prov. Jawa Barat","KH Abdullah Djaidi","RAMADHAN","43253","02","08 Dec 2009","1"
"AC7124","Yayasan Perguruan Rakyat Saraswati Pusat Denpasar","Jalan Kamboja 11 A Denpasar, Dangin Puri Kangin, Kec. Denpasar Utara, Kota Denpasar Prov. Bali","Ir.Bagus Ketut Lodji,Ms","Ida Bagus Anom Purnawan","80233","-08-","01 Jan 1947","15"
"AG5394","YAKPI","Jl. KH. Bunyamin No. 03 Susukan, -, Kec. Susukan, Kab. Cirebon Prov. Jawa Barat","KH. ALI MURTADHO, MA., M.Si.","AMIRIN","45166","421.3.B.SK 146 DISDIK 2001","03 Jul 2001","8"
"AX3589","YAYASAN MANUNGGAL BAKTI PARIAMAN","JL. KIHAJAR DEWANTORO NO. 1 DESA KAMPUNG BARU PARIAMAN, -, Kec. Pariaman Tengah, Kota Pariaman Prov. Sumatera Barat","JONI","Nilmala Sari","25514","21","17 Dec 2021","1"
"AM0538","Yayasan Banua Niha Keriso Protestan Gunungsitoli","Jl. Pendidikan No. 7 Gunungsitoli, -, Kec. Gunungsitoli, Kota Gunungsitoli Prov. Sumatera Utara","Drs. Christian Zebua, MM","RESTANTI WARUWU","22854","111","26 Jun 2014","8"
"AB6845","Yayasan Pendidikan Pesantren Harapan Danau Sijabut","Jl. Besar Danau Sijabut PJKA, Danau Sijabut, Kec. Air Batu, Kab. Asahan Prov. Sumatera Utara","Anshor AS Sitorus","","21272","421.3/2679-DM/2011","28 Nov 2011","1"
"AJ4686","Yayasan Pendidikan Banten Raya - Pandeglang","Jalan Raya Rangkasbitung Km. 4 Pandeglang, Bangkonol, Kec. Koroncong, Kab. Pandeglang Prov. Banten","Drs. H. Siswara, M.Si","Asep Feriyatna","42251","20","15 Oct 2009","4"
"AO2606","YAYASAN PONDOK PESANTREN DINNIYAH MUARA BUNGO","Jl.Kol Amir Hamzah No.36 Sei Kambang Telanaipura Jambi, SIMP.IV SIPIN, Kec. Telanai Pura, Kota Jambi Prov. Jambi","DRA. HJ.ROSMAINI, MS, M.PD.I","Riri Anggraini, S.Pd","","NO.15","01 Mar 1979","1"
"AN3096","Yayasan Pendidikan Citra Abdi Negoro","Pendidikan Dusun III, Perk. Sei Bejangkar, Kec. Sei Balai, Kab. Batubara Prov. Sumatera Utara","Dra. SITI HALAWIYAH","Nurul Khotimah","21252","06","24 Apr 2007","1"
"AI8631","Yayasan Perguruan Kesatria Medan","JL. GEDUNG ARCA NO.24, Pasar Merah Timur, Kec. Medan Area, Kota Medan Prov. Sumatera Utara","H. ANRIZAL RAMAPUTRA, SE","Khairidah Nasution, SE.","","04","28 May 2006","3"
"AD4875","MIFTAHUL MUNAWWAROH AL-HAMBALI","JL. OTO ISKANDARDINATA NO.86, PANYINGKIRAN, Kec. Ciamis, Kab. Ciamis Prov. Jawa Barat","NURUL HUDA, S.Ag","Wildan Ibnu Hibban","46251","AHU-0037241.AH.01.04.TAHUN 2016","19 Sep 2016","1"
"AK2789","PP. Nurul Hidayah","Jl. Tapaan, Tapaan, Kec. Banyuates, Kab. Sampang Prov. Jawa Timur","Abd. Bari","MUNIRIE","","36","29 Jan 2007","1"
"AN8198","YAYASAN AL FATH CIBEBER","Jln. Desa Sukamanah Kp. Cijengkol Ds. Sukamanah Kec. Cibebeber Kab. Cia, Sukamanah, Kec. Cibeber, Kab. Cianjur Prov. Jawa Barat","Rizal Fauzi","ASEP SUTIAWAN","43262","","02 Apr 2015","1"
"AJ3115","YAPENDO INTIM AMBON","KOMP. PENDIDIKAN OIKUMENE BENTENG ATAS, ILIH, Kec. Damer, Kab. Maluku Barat Daya Prov. Maluku","Pdt. S. D. NUNIARY, M.Min","","0","266/YAPENDO/6/2002","27 Jul 2002","1"
"AJ4813","NUANSA ILHAMI","JL.RAYA RANCALABUH NO.09, -, Kec. Kemiri, Kab. Tangerang Prov. Banten","HJ.ONIH BT.H.TABRANI","SUKEMI","15530","054","16 Jun 2003","5"
"AN8903","Yayasan Pendidikan Islam An-Nadwah","Lembangsari, Lambangsari, Kec. Tambun Selatan, Kab. Bekasi Prov. Jawa Barat","Ahmad Sauqi","Hari Satpa Meila","17515","","22 May 1992","2"
"AD5716","DARUL HIKAM BINONG","Jl.Raya Pasar Wates No.23, Binong, Kec. Binong, Kab. Subang Prov. Jawa Barat","K. MUCHTAR ROFI'I","Wildan Saeful Azhar, S.Pd","4125","820/0040","05 Oct 2008","1"
"AN0980","Yayasan Masjid Raudlatul Jannah","Jl. Jatisari Permai X/2 pepelegi Waru Sidoarjo, -, Kec. Waru, Kab. Sidoarjo Prov. Jawa Timur","H. Nur Hidayat, S.Pd.MM","Andrik Eko Yuono","61256","C-1499.HT.03.01-TH.1999","28 Jun 1999","8"
"AN6056","Yayasan Pendidikan","Jl. Sultan Khairun Djamil, Laha, Kec. Teluk Ambon , Kota Ambon Prov. Maluku","Basirun","MUH. NURDIN, S.Pd","97236","074/LKMD/2006","25 Nov 2006","1"
"AI6553","YAYASAN NIDHOMIYYAH","Jl. Ponpes Nidhomiyyah No.121, -, Kec. Pakusari, Kab. Jember Prov. Jawa Timur","MISBAHUL MUNIR, S.Pd. I","Mohammad Edi Muhtarulloh","68154","30","16 Sep 2015","2"
"AL8596","ROUDLATUT THULLAB","Jl. Raya Ketapang, -, Kec. Robatal, Kab. Sampang Prov. Jawa Timur","MUNIROH, S.Pd.i","MUH. RUDI","69254","AHU-0004274.AH.01.04 TAHUN 2015","20 Mar 2015","4"
"AK4073","YAYASAN PUTERI HATI KUDUS","Jl.Asahan Km.6 No 545, -, Kec. Siantar, Kab. Simalungun Prov. Sumatera Utara","NURHAYATY GALINGGING","LASRO SITANGGANG","21151","19","14 Mar 2023","29"
"AN6368","AL'AMIN",",  Kilang, Kec. Montong Gading, Kab. Lombok Timur Prov. Nusa Tenggara Barat","SATRIADI","MUHAMAD EFENDI","","07","12 Jul 1997","3"
"AG4697","Yayasan Pendidikan Mekar Galih Cileunyi","Jl.Tagog Kidul No.115, -, Kec. Cileunyi, Kab. Bandung Prov. Jawa Barat","Saadah","LINDA MARYANI","40623","02/SK/NOT/VII/1994","30 Jul 1994","2"
"AB1073","Yayasan Darul 'Ulum Kepuhdoko","Komplek PP Darul ulum kepuhdoko, -, Kec. Tembelang, Kab. Jombang Prov. Jawa Timur","H. Mustain Hasan, S.H, Mhum","feri andrianto","61452","NOMOR:C-1844.HT.03,01-TH.2002","09 Dec 2014","6"
"AJ7394","Yayasan Pendidikan Tunas","Jalan Winong I, Purwadadi, Kec. Purwadadi, Kab. Ciamis Prov. Jawa Barat","Tukiman, S.IP","Kasiono Nurwijaya","46385","02","12 Sep 2015","1"
"AK6492","YAYASAN PENDIDIKAN PRIMA","Jl. Negara, Kembang Tanjung, Kec. Abung Selatan, Kab. Lampung Utara Prov. Lampung","Hj. HENI RISKA WATI","Catur Indah Suanti","","2391/I12.B1/U/1991","26 Sep 1991","1"
"AK8197","Pendidikan Amaliah Palu","JL. Jati Lorong Siranindi No.82, Tawanjuka, Kec. Palu Selatan, Kota Palu Prov. Sulawesi Tengah","Nuim Hidayat","Agung Wibawa Kusuma Bangsa","94128","1348.a/820/2004","01 Jun 2004","1"
"AO0731","YAYASAN SOSIAL DAN PENDIDIKAN AL-HUDA","Jalan Bali No. 4, Grogol, Kec. Grogol, Kab. Kediri Prov. Jawa Timur","KH. MUCHAMMAD BACHRUN","GHOZALI MAHAR DIRGA","64151","50","30 Jul 1987","1"
"AA8335","ISLAM AL-HIDAYAH","Jl.POS WONOKERTO, WONOWOSO, Kec. Karang Tengah, Kab. Demak Prov. Jawa Tengah","K.H MATHORI, S.Ag","HJ MIFTACHUL JANNAH","59561","04","04 Dec 2007","1"
"AH4909","YAYASAN PONDOK PESANTREN NURUL HUDA AL MUALLIM","Jl. Kesehatan Gang Lapangan Mars, Pringsewu Selatan Kab Pringsewu, -, Kec. Pringsewu, Kab. Pringsewu Prov. Lampung","H. LUKMAN HAKIM, S.E","Siti Romlah","35373","01.-","07 Sep 2021","3"
"AE9335","YP. BUDI INSANI","Jl. LUKU III NO. 33, KWALA BEKALA, Kec. Medan Johor, Kota Medan Prov. Sumatera Utara","Drs. FERDINAND BUDI PURBA","","20142","","28 Feb 2015","1"
"AE0662","YAYASAN PENDIDIKAN TEKNIK","Dr. SUTOMO NO 32, TEMANGGUNG 1, Kec. Temanggung, Kab. Temanggung Prov. Jawa Tengah","SUMARDI, S. Pd","Siyo Widiyanto","56212","23","23 Mar 1974","1"
"AB3438","PP MISHBAHUL ULUM","JL. MERAK NO. 40, PATOKAN, Kec. Situbondo, Kab. Situbondo Prov. Jawa Timur","KH. SYAIFULLAH SALEH","Badriyatir Rosidah","68312","","20 Jul 1993","2"
"AJ8390","Yayasan Adhi Guna Kencana Bandung",", Panyileukan, Kec. Panyileukan, Kota Bandung Prov. Jawa Barat","H. Mulyana, M.Pd., MH.Kes","Muhammad Zulfikar Azhari","","AHU-1406.AH.01.04.Tahun","17 Jul 2007","1"
"AF9883","YAYASAN  PERSEKOLAHAN UMAT KATOLIK ENDE LIO (YASUKEL)","JALAN NUAMURI KEL. ONEKORE KABUPATEN ENDE - FLORES NUSA TENGGARA TIMUR, -, Kec. Ende Tengah, Kab. Ende Prov. Nusa Tenggara Timur","RD. HERMAN EMBUIRU WETU","Stefanus Turisno Wasa","86312","08","07 Mar 2007","181"
"AL9678","Yayasan Pendidikan Swadaya Centre","Jalan Limo miri, Bulu Cina, Kec. Hamparan Perak, Kab. Deli Serdang Prov. Sumatera Utara","Drs.Suyono","MEGAWATI","20374","26","12 Aug 2014","4"
"AN4682","YAYASAN PELAYANAN HOLISTIK NDONESIA","JL.GAJAHMADA NO.50 PONTIANAK, Benua Melayu Darat, Kec. Pontianak Selatan, Kota Pontianak Prov. Kalimantan Barat","Vabro Welong","Sintia Anastasia Mokodaser","78121","810/AD","02 Apr 2015","1"
"AK3022","Yayasan Pondok Pesantren Al-Kahfi Probungan Tenggun","Jl. Plenggiyan, -, Kec. Sepulu, Kab. Bangkalan Prov. Jawa Timur","KH. Mudarris","ABU HASAN AL ASY'ARI","69154","054/YPP.AK/SP/VII/2014","17 Jul 2014","1"
"AB5171","KARYA SANG TIMUR PUSAT","Mayjen Panjaitan 1 Malang, -, Kec. Klojen, Kota Malang Prov. Jawa Timur","Yulia Parwati","P Dimas Anggi Prayoga","65113","01","01 Mar 1975","40"
"AM7543","Tunas Markatin","Jl. Waru No. 20 B, -, Kec. Pulo Gadung, Kota Jakarta Timur Prov. D.K.I. Jakarta","Asmiati","Niluh Ritha Merdekawati","13220","09","27 Jan 2012","2"
"AO2090","Yayasan Dorema","Jl. Puskesmas No 10 B, Lalang, Kec. Medan Sunggal, Kota Medan Prov. Sumatera Utara","P Pardede","MARTHA FRISKA MP","20127","1196/KASOS/II/05","27 Oct 2003","2"
"AK7044","Yayasan Adijanto","Jl. Adi Sucipto. Km. 8, Parit Baru, Kec. Sungai Raya, Kab. Kuburaya Prov. Kalimantan Barat","Swandono Adijanto","Nurdian Nofrianto, S. Kom","78381","124","22 Sep 1979","1"
"AE9431","YAYASAN PERGURUAN RAHMAT ISLAMIYAH","Jl. Gaperta No.25, -, Kec. Medan Helvetia, Kota Medan Prov. Sumatera Utara","Drs.H.Irwansyah Sitepu","Mia Amelia Irna Sari","20124","4","09 Jul 1985","5"
"AM4774","Yayasan Kalam Kudus Indonesia Cabang Ambon","Jl. Cendrawasih, No. 7a, -, Kec. Sirimau, Kota Ambon Prov. Maluku","Sieto Nini Bachry","Anna Simatauw","97123","23/1.17.71/05/1999","17 Aug 1978","3"
"AA8165","yayasan islam Hasan Kafrawi","Jalan Mayong Pancur KM.10, Pancur, Kec. Mayong, Kab. Jepara Prov. Jawa Tengah","Jamallutfi","AHMAD SARIF","59465","72y/X/09/2005","30 Sep 2005","2"
"AH7559","Dharma Kertha Nugraha","Jl. Untung Surapati No 61, Subagan, Kec. Karangasem, Kab. Karang Asem Prov. Bali","I Ketut Budiarsa","","80813","30 / 2014","13 Sep 2014","1"
"AC2188","LEMBAGA PENDIDIKAN PANCA KARSA","JALAN PENDIDIKAN, SUNGAI PINYUH, Kec. Sungai Pinyuh, Kab. Mempawah Prov. Kalimantan Barat","RINO TRISNO","Ismunandar","78353","0","","2"
"AB2024","HASANUDDIN","JL. Kelapa 84 Jombangan Tertek , Tertek , Kec. Pare, Kab. Kediri Prov. Jawa Timur","Drs. H. ABD. KOHAR MUSTOFA, MS.I","MOCHAMAD ALI ICHWAN","64215","19","13 Jan 1983","1"
"AE9545","Yayasan Perguruan Gajah Mada Sumatera Utara","Jl. H.M. Said No. 19 Medan, -, Kec. Medan Timur, Kota Medan Prov. Sumatera Utara","Drs. Bessy S. Pane, M.Pd","Azka Hidayat","20235","01","01 Apr 2013","5"
"AO5142","Yayasan Pendidikan Kristen (YPK)","Jalan Serayu, -, Kec. Manokwari Barat, Kab. Manokwari Prov. Papua Barat","Kaleb Mofu, S. Pd","andika fata","98312","C-2019.HP.01.02.TH. 2005","21 Dec 2005","22"
"AE2420","Persatuan Perguruan Tamansiswa Cabang Jetis","Jl. A.M. Sangaji No.39, Cokrodiningratan, -, Kec. Jetis, Kota Yogyakarta Prov. D.I. Yogyakarta","Nyi Kristiyani, M.Pd","Ngadiyana","55233","Kpu.006/SK-10/B-BL/1994","18 Aug 1994","5"
"AA1584","Mathla'ul Huda","Jl.Moh Toha No.10, Cibunar, Kec. Parungpanjang, Kab. Bogor Prov. Jawa Barat","Hisbullah , A.Md","Jaja, S.Pd. MM","16360","001/YPH-MH/VII/1986","01 Jul 1986","2"
"AD2446","YAYASAN PENDIDIKAN GURU JAKARTA","JL. PORI RAYA NO.8, PISANGAN TIMUR, Kec. Pulo Gadung, Kota Jakarta Timur Prov. D.K.I. Jakarta","PROF.DR.H. AGUSTITIN SETYOBUDI, MM., M.PHd","IMAM IBNU HAZAR","-","001","","3"
"AD6429","YAYASAN SANTO LEO","Jl.Dr.Cipto mangunkusumo Blok B 5, -, Kec. Cikarang Utara, Kab. Bekasi Prov. Jawa Barat","Dr.Tonny Gosal","Antonius Hayon, S.Kom","17530","01.-","03 Feb 2014","4"
"AL2201","Yayasan Yusuf Musthafa","Jl. Abdul Fatah Km. 7, Cibitung Tengah, Kec. Tenjolaya, Kab. Bogor Prov. Jawa Barat","Endih Muhlisin, S.Pd.I.,MM","fathih miftahul asror","16620","04","26 Feb 2008","5"
"AJ0857","SMK Tri Laga Utama","Jln. Pangeran Mad No 3, Wiralaga 1, Mesuji Lampung, -, Kec. Mesuji, Kab. Mesuji Prov. Lampung","MAT RASYID","Rosa Latipa","34697","07/Kep/MWC.a/WR/2017","08 Jul 2017","1"
"AL6113","Perhimpunan Pendidikan Kristen Surakarta (PPKS)","DI. Panjaitan No. 16, -, Kec. Banjarsari, Kota Surakarta Prov. Jawa Tengah","Drs. Suyatmo","Anggit Tri Hantoro","57133","AHU.0000549.AH.O1.08.TAHUN 2O17","17 Oct 1916","14"
"AH0939","YAYASAN PENDIDIKAN SOSIAL DAN DAKWAH","JL. K. SAHABUDDIN PP.SIRATUL ISLAM, -, Kec. Guluk Guluk, Kab. Sumenep Prov. Jawa Timur","SUBAIRI,M.Pd.I","Abd Rahman Akrabani","69463","29","21 Feb 2005","2"
"AD7270","YAYASAN PENGEMBANGAN PENDIDIKAN INDONESIA(YPPI)","Jl.Masjid Al Ikhlas, kp. Bojong Tua, Jatimakmur, Kec. Pondokgede, Kota Bekasi Prov. Jawa Barat","H.Madinah","Lukmanul Hakim","17413","","25 Feb 2015","2"
"AI9965","AL-HIKMAH","Desa cinta karya, CINTA KARYA, Kec. Plakat Tinggi, Kab. Musi Banyuasin Prov. Sumatera Selatan","M.AMIN","Agus Haryanto","","NO:248 TAHUN 2013","23 Apr 2013","2"
"AJ2443","AHMAD HABIBY ARAFAAT","Jl.Malliburang Dg Gassing No.35 Pao-Pao Sungguminasa, -, Kec. Somba Opu, Kab. Gowa Prov. Sulawesi Selatan","Prof.DR.H.Bahaking Rama, MS","IMRAN","92113","41/27/03/2001","05 Apr 2008","1"
"AJ3424","AL-MA'ARIF NU SINAH",", PENGEMBUR, Kec. Pujut, Kab. Lombok Tengah Prov. Nusa Tenggara Barat","MOH. SALEH, S.PdI","kamarudin","83573","259","21 Oct 2014","1"
"AO4393","YAYASAN BUDI MULIA MAUMERE","Jalan Dr. Wahidin, KOTA BARU, Kec. Alok Timur, Kab. Sikka Prov. Nusa Tenggara Timur","Drs. WILLIAM LAMENG","ANTONIUS KESO MUDA, S.Kom","86113","23","21 Jul 2014","1"
