"npsn","tanggal_pendirian","tanggal_operasional"
"10404015","30-07-1980","30-07-1980"
"10404016","01-01-1900","-"
"10404017","09-11-1983","09-11-1983"
"10404018","01-01-1900","-"
"10404020","05-10-1989","11-06-1990"
"10404026","01-01-1901","02-03-2005"
"10404027","01-01-1900","01-01-1900"
"10404030","-","-"
"10404297","01-01-1900","28-03-1990"
"10404572","-","-"
"10404968","01-01-1901","07-05-2008"
"10404985","31-07-2002","31-07-2002"
"10404987","31-08-1993","10-03-1994"
"10404989","31-07-2002","31-07-2002"
"10405053","01-01-1900","01-01-1900"
"10405124","20-12-2006","20-12-2006"
"10405226","-","-"
"10405227","07-10-2004","07-10-2004"
"10405315","12-06-2006","12-06-2006"
"10405368","-","-"
"10405547","19-02-2007","19-02-2007"
"10405560","16-07-2003","16-07-2003"
"10405622","01-01-1900","-"
"10493781","23-01-2004","24-03-2004"
"10493895","-","-"
"10493897","01-01-1900","01-01-1900"
"10493899","01-01-1900","01-01-1900"
"10493902","20-12-2006","20-12-2006"
"10493903","23-12-2004","23-12-2004"
"10494082","07-06-2006","30-04-2015"
"10494083","14-07-2000","30-04-2015"
"10494084","17-07-2002","17-07-2002"
"10494085","-","-"
"10494086","-","-"
"10494192","-","-"
"10494308","11-06-2002","11-06-2002"
"10494310","23-01-2008","13-03-2008"
"10494357","-","-"
"10494386","01-02-2006","14-02-2006"
"10494435","16-06-2003","16-06-2003"
"10494511","10-04-2007","23-07-2007"
"10494575","-","-"
"10494576","30-07-2005","30-07-2005"
"10494578","22-01-1998","08-12-1998"
"10494582","-","-"
"10494617","01-01-2007","01-01-1900"
"10495165","06-08-2008","06-08-2008"
"10495169","09-05-2016","07-07-2008"
"10495346","14-09-2016","14-09-2016"
"10495407","27-03-2008","27-03-2008"
"10495428","02-02-2006","03-02-2006"
"10495792","-","-"
"10495794","21-01-2008","21-01-2008"
"10495808","26-09-2008","26-09-2008"
"10496358","18-06-2008","18-06-2008"
"10496393","01-01-1900","01-01-1900"
"10496394","01-01-1900","-"
"10496497","",""
"10496498","01-01-1901","30-12-2008"
"10497032","-","-"
"10497065","01-01-1900","01-01-1900"
"10497356","06-04-2010","06-04-2010"
"10497407","01-01-1900","01-01-1900"
"10497450","21-06-2010","21-06-2010"
"10497452","-","-"
"10497484","01-11-2023","01-11-2023"
"10497506","23-02-2021","25-01-2008"
"10497514","02-09-2002","02-09-2002"
"10498608","01-01-1900","14-07-2013"
"10498632","15-03-2012","07-07-2011"
"10498633","-","-"
"10498689","05-04-2019","05-04-2019"
"10498724","01-01-1900","05-06-2007"
"10500219","19-09-2019","19-09-2019"
"10500327","13-02-2002","22-11-2019"
"10500384","12-10-2004","12-10-2004"
"10500695","14-02-2004","14-02-2004"
"10500779","12-03-2019","12-03-2019"
"10501832","12-03-2019","17-06-2021"
"10501841","23-11-1993","06-05-2021"
"10502388","29-01-1998","29-01-1998"
"10502392","03-01-1994","22-11-2019"
"10502394","15-03-1955","22-11-2019"
"10502395","19-09-2019","19-09-2019"
"10502396","19-09-2019","19-09-2019"
"10502398","02-09-1978","02-09-1978"
"10502400","05-06-1989","05-06-1989"
"10502775","22-05-2001","22-05-2001"
"10502793","30-05-1991","21-10-2020"
"10502868","15-11-1996","05-11-1996"
"10502869","15-11-1996","15-11-1996"
"10503250","05-05-2003","05-05-2003"
"10503252","11-06-1990","11-06-1990"
"10503254","01-01-1900","05-05-2003"
"10503255","19-09-2019","19-09-2019"
"10503734","01-01-1900","01-01-1900"
"10503751","13-10-1983","25-05-2015"
"10504156","27-02-2004","15-04-2009"
"10504159","19-09-2019","19-09-2019"
"10504554","08-04-1991","08-04-1991"
"10504558","17-05-1983","21-11-2019"
"10504571","23-12-1985","31-08-2020"
"10504580","30-07-1980","30-07-1980"
"10504582","19-09-2019","19-09-2019"
"10504583","20-11-1984","05-05-2021"
"10504584","19-09-2019","19-09-2019"
"10504590","05-09-1991","06-05-2021"
"10504591","",""
"10504593","19-09-2019","19-09-2019"
"10504594","10-06-1981","10-06-1981"
"10504610","02-11-1987","16-02-1988"
"10504623","19-09-2019","19-09-2019"
"10504684","05-01-1989","31-10-2019"
"10505048","05-06-2008","05-06-2008"
"10505066","20-01-2006","15-04-2009"
"10505136","10-06-2000","07-05-2021"
"10505159","09-02-2006","09-02-2006"
"10505165","15-04-2009","15-04-2009"
"10505208","25-10-2002","14-11-2002"
"10505723","12-07-2005","12-10-2006"
"10505724","17-02-2009","17-02-2009"
"10505731","23-12-2008","23-12-2008"
"10505785","07-03-1983","09-01-2007"
"10505868","",""
"10505952","11-06-2007","14-07-2009"
"10505963","11-08-2008","15-04-2009"
"10506057","21-07-2009","10-06-2021"
"10506150","09-05-2008","09-05-2008"
"10600239","21-07-1992","21-07-1992"
"10600481","01-01-1900","22-05-2000"
"10600526","02-01-1990","01-09-1995"
"10600573","29-02-2000","29-02-2000"
"10600901","01-07-1994","01-07-1994"
"10600902","30-05-1991","30-05-1991"
"10600905","01-01-1901","01-01-1900"
"10601401","-","-"
"10601445","16-06-2008","31-08-2010"
"10601446","01-01-1900","01-01-1900"
"10601448","29-01-1998","29-01-1998"
"10601457","02-10-2019","02-10-2019"
"10603842","31-10-1977","31-10-1977"
"10603845","01-07-1957","25-07-2013"
"10603849","01-01-1900","09-10-1984"
"10603855","01-01-1984","25-10-2021"
"10603856","17-11-2000","17-11-2000"
"10603857","01-01-1900","12-09-1997"
"10603860","29-01-1998","29-01-1998"
"10603862","09-11-1983","09-11-1983"
"10603863","01-01-1900","21-09-1984"
"10603865","05-05-1950","25-02-2022"
"10603866","08-07-1985","23-10-2021"
"10604362","01-01-1900","09-01-1988"
"10604382","08-01-1991","06-10-2021"
"10604402","11-06-1990","11-06-1990"
"10604544","20-11-1984","20-11-1984"
"10604716","06-07-2004","30-08-2004"
"10604717","30-03-1987","29-11-1980"
"10604722","13-02-2007","13-02-2007"
"10604723","-","-"
"10604731","11-10-2005","11-10-2005"
"10604735","12-02-2005","19-01-2007"
"10605574","13-08-2018","13-08-2018"
"10605580","03-12-1990","19-08-2020"
"10605582","01-01-1900","01-01-1900"
"10605583","01-11-2007","21-03-2005"
"10605600","01-01-1900","01-01-1900"
"10605915","23-02-1983","15-05-1984"
"10606484","27-12-2006","27-12-2006"
"10606485","13-11-2006","13-11-2006"
"10606487","10-08-1994","04-02-1994"
"10606488","11-05-1989","03-04-1991"
"10606608","",""
"10606611","15-06-1988","15-06-1988"
"10606613","07-07-2004","13-11-2006"
"10606619","24-04-2004","24-04-2004"
"10608963","03-05-2007","03-05-2007"
"10609306","-","-"
"10609310","23-11-2007","23-11-2007"
"10609318","18-03-2002","29-07-2002"
"10609324","13-12-2006","31-08-2023"
"10609327","",""
"10609620","09-09-2004","31-08-2020"
"10609622","06-02-1988","06-02-1988"
"10609623","01-05-1989","01-06-2018"
"10609625","07-02-2006","18-08-2020"
"10609631","01-01-1900","31-08-2020"
"10609632","14-05-1993","13-09-1993"
"10609636","06-06-2000","14-07-2000"
"10609639","01-01-1900","16-12-1990"
"10609640","27-07-2009","24-08-2020"
"10609644","",""
"10609646","21-02-1989","18-08-2020"
"10609653","01-01-1900","-"
"10609654","02-02-2010","16-11-1987"
"10609657","01-01-1900","16-04-1980"
"10609659","31-03-1976","01-11-2021"
"10609660","09-05-1978","28-09-2021"
"10609661","01-08-1984","01-08-2023"
"10609662","14-07-1997","14-08-2013"
"10609667","17-07-1999","17-07-1999"
"10609668","05-09-2005","01-07-2006"
"10609669","06-02-1987","19-08-2020"
"10609672","10-05-1987","18-08-2020"
"10609674","01-01-1900","01-09-2020"
"10609679","06-02-1987","16-10-2020"
"10609680","01-01-1900","01-10-2020"
"10609683","01-04-1986","01-07-2018"
"10609685","19-07-2018","19-09-2016"
"10609686","21-07-1981","08-07-2021"
"10609687","01-01-1900","19-08-2020"
"10609689","25-10-1990","19-08-2020"
"10609695","04-01-2012","09-04-1988"
"10609697","01-01-2026","11-09-2022"
"10609704","21-07-1981","05-08-2020"
"10609706","30-04-1987","26-09-2023"
"10609707","07-01-1993","26-09-2023"
"10609712","01-01-1900","01-01-1900"
"10609713","",""
"10609714","01-01-1900","02-04-2015"
"10609717","01-06-1979","07-07-2021"
"10609718","29-04-1985","14-08-2020"
"10609721","01-01-1900","23-08-2021"
"10609722","14-04-1989","19-08-2020"
"10609748","01-01-1900","-"
"10609760","20-02-1997","01-01-1900"
"10609762","04-08-1987","01-07-1987"
"10609763","16-10-1997","06-10-2021"
"10609764","01-01-1900","30-07-2002"
"10609765","15-10-2020","09-11-2020"
"10609766","17-10-1989","17-10-1989"
"10609780","09-09-2006","20-08-2014"
"10609875","01-01-1967","15-10-1985"
"10609921","30-11-2004","12-10-2015"
"10610073","01-09-2005","01-09-2005"
"10610269","01-01-1901","01-07-2014"
"10610270","16-07-2001","23-11-2020"
"10610273","02-08-2004","02-08-2004"
"10610277","11-06-1990","11-06-1990"
"10610291","01-09-2005","01-09-2005"
"10643748","01-05-1995","31-08-2020"
"10643818","01-01-1900","01-07-2005"
"10643832","01-01-1900","-"
"10643835","",""
"10643840","01-01-1900","19-06-2006"
"10643843","29-08-1987","15-09-2003"
"10643844","28-10-1985","04-12-1985"
"10643897","14-09-2020","16-06-1981"
"10643908","03-06-2003","03-06-2003"
"10644248","24-07-1974","19-08-2020"
"10644250","",""
"10644251","11-06-1990","11-06-1990"
"10644256","01-01-1900","01-01-1900"
"10644257","23-06-2004","01-01-1900"
"10644262","17-11-2000","17-11-2000"
"10644266","23-06-2004","23-06-2004"
"10644267","23-06-2004","23-06-2004"
"10644269","30-06-2006","30-06-2006"
"10644272","-","-"
"10644909","01-01-1901","14-06-1988"
"10644910","01-01-1900","20-09-2000"
"10644912","07-12-2007","07-12-2007"
"10644998","17-07-2003","01-01-1900"
"10645002","09-01-2020","09-01-2020"
"10645003","-","-"
"10645004","20-11-1984","20-11-1984"
"10645005","31-08-2020","01-07-2002"
"10645015","05-03-1990","28-02-1990"
"10645016","07-02-2009","27-10-1981"
"10645017","23-02-2000","23-02-2000"
"10645018","01-01-1900","01-01-1900"
"10645023","13-07-2005","14-07-2005"
"10645049","08-08-1985","20-05-1985"
"10645053","14-06-2002","14-06-2002"
"10645113","17-06-2007","29-08-2007"
"10645134","28-09-2004","19-01-2006"
"10645166","20-04-1903","20-04-2017"
"10645174","18-09-2007","18-09-2007"
"10645380","",""
"10645758","-","-"
"10645759","-","-"
"10645760","24-06-2008","30-07-2010"
"10645761","13-07-2010","13-08-2010"
"10645819","03-07-2008","03-07-2008"
"10645825","-","-"
"10645833","16-06-2003","01-01-1900"
"10645835","16-05-1997","16-05-1997"
"10645847","10-07-2007","30-08-2023"
"10646018","01-01-1901","16-03-1987"
"10646023","26-05-2008","31-08-2020"
"10646052","18-09-2009","18-09-2009"
"10646139","30-03-2010","30-03-2010"
"10646147","05-02-2004","05-02-2004"
"10646206","29-04-2008","29-04-2008"
"10646227","01-01-1901","01-01-1900"
"10646233","-","-"
"10646236","25-03-2008","25-03-2008"
"10646237","01-01-1900","01-01-1900"
"10646240","",""
"10646265","24-07-1974","01-07-2020"
"10646282","25-06-2008","31-08-2023"
"10646365","08-07-2009","08-07-2009"
"10646366","19-08-2008","10-02-2009"
"10646367","26-04-2002","29-12-2008"
"10646369","11-01-2010","01-07-2020"
"10646502","11-11-2008","11-11-2008"
"10646579","13-07-2009","13-07-2009"
"10646580","28-08-2009","20-07-2009"
"10647445","15-06-2009","15-06-2009"
"10647684","05-11-2009","05-11-2009"
"10647909","",""
"10647925","04-10-2010","26-07-2010"
"10647948","25-02-2013","25-02-2013"
"10648040","11-03-2011","17-07-2011"
"10648097","09-04-2010","28-12-2010"
"10648275","06-06-2011","06-06-2011"
"10648290","22-09-2011","27-12-2011"
"10648296","30-06-2012","30-06-2012"
"10648868","13-06-2012","13-06-2012"
"10648897","04-04-2012","04-04-2012"
"10648898","-","-"
"10700306","12-08-2003","27-02-2004"
"10700677","13-04-1983","28-08-2020"
"10700686","01-01-1901","01-01-1900"
"10700887","05-10-1994","05-10-1994"
"10700933","-","-"
"10700973","25-07-1963","25-07-1963"
"10700975","14-06-1981","14-06-1981"
"10700977","01-01-1900","01-04-1978"
"10701174","23-06-2005","23-06-2005"
"10701185","-","-"
"10701186","-","-"
"10701309","01-01-1900","27-08-2015"
"10701551","29-06-2000","25-11-2008"
"10701553","02-06-2006","02-06-2006"
"10701557","-","-"
"10701558","05-05-1992","25-10-2019"
"10701817","01-01-2006","01-01-2006"
"10701819","-","-"
"10701983","01-01-1901","06-03-1998"
"10702407","16-05-1997","16-05-1997"
"10702415","11-10-1977","01-01-1900"
"10702417","01-01-1901","22-05-2015"
"10702457","30-09-1978","07-07-1983"
"10702463","30-09-1987","30-09-1987"
"10702679","06-05-2006","06-05-2006"
"10702680","03-10-2005","26-09-2005"
"10702711","-","-"
"10702737","13-07-2007","13-07-2007"
"10702820","10-11-1990","08-11-2019"
"10702877","13-10-2006","13-10-2006"
"10702993","26-01-2002","26-01-2002"
"10703004","-","-"
"10703046","14-09-2020","14-09-2020"
"10703076","02-01-2007","20-04-2007"
"10703129","-","-"
"10703503","-","-"
"10703504","-","-"
"10703646","26-05-2012","26-05-2012"
"10800674","29-06-1995","29-06-1995"
"10800676","27-09-1986","26-07-1994"
"10800677","15-09-2005","28-10-2019"
"10800682","05-09-2008","20-03-2023"
"10800685","03-04-1997","04-05-2017"
"10800686","15-11-1990","07-09-2015"
"10800687","20-05-2000","23-12-2000"
"10800688","01-07-2004","07-09-2015"
"10800691","14-07-1981","09-07-1981"
"10800700","15-07-1991","15-07-1991"
"10800704","16-05-1997","16-05-1997"
"10800706","01-01-1901","28-07-2003"
"10800733","06-01-1985","01-07-1985"
"10800734","21-03-2004","21-03-2014"
"10800736","25-06-1986","25-06-2013"
"10801942","",""
"10801945","01-01-1901","17-11-2009"
"10801947","11-10-1990","11-10-1990"
"10801953","17-07-2002","10-12-2003"
"10801954","29-09-1989","29-09-1989"
"10801961","17-11-2000","17-11-2000"
"10801962","01-03-2006","17-03-2003"
"10801964","01-04-1979","01-04-1979"
"10801965","22-12-2022","09-05-2016"
"10801970","",""
"10801974","05-11-2004","05-11-2004"
"10801977","30-05-1989","30-05-1989"
"10801996","12-02-1986","04-02-2021"
"10801998","01-07-1984","18-11-1991"
"10802005","19-11-1984","22-01-1990"
"10802956","28-12-2003","28-12-2003"
"10802957","11-06-1984","14-12-1989"
"10802960","",""
"10802964","04-12-2000","04-12-2000"
"10802968","01-01-1900","01-01-1900"
"10802970","10-07-2008","13-07-2015"
"10802971","05-10-1994","22-08-2022"
"10802976","01-01-1901","01-07-1989"
"10802988","19-09-1999","20-06-2011"
"10802989","01-07-1988","01-07-1988"
"10803028","17-11-2000","20-12-2017"
"10803029","-","-"
"10803516","01-07-1982","15-01-1983"
"10803531","29-02-2000","20-04-2014"
"10803532","09-10-1991","19-05-2015"
"10803537","01-01-1900","20-04-2014"
"10803539","06-02-1995","06-02-2020"
"10803610","01-01-1900","20-04-2014"
"10803612","01-01-1900","21-09-2004"
"10803627","01-01-1900","20-04-2014"
"10804119","12-07-2004","24-07-2006"
"10804196","17-11-2000","01-01-1900"
"10805043","01-01-1968","07-11-2019"
"10805044","15-07-2010","16-05-2023"
"10805047","01-01-1901","15-07-1991"
"10805052","15-07-2010","01-01-1900"
"10805054","04-05-2023","04-05-2023"
"10805055","14-03-2020","14-03-2020"
"10805978","04-07-2007","28-10-2019"
"10805983","10-07-1991","28-10-2019"
"10805984","01-07-1979","03-01-1980"
"10805985","04-10-1979","01-10-2003"
"10805993","04-07-2000","28-10-2019"
"10805994","09-11-2003","09-11-2003"
"10805996","14-11-2022","14-11-2022"
"10806002","",""
"10806005","01-07-2003","28-10-2019"
"10806025","03-07-2000","28-10-2019"
"10806027","14-07-2004","28-10-2019"
"10806029","19-02-1990","28-10-2019"
"10806030","28-10-2019","05-05-2017"
"10806077","04-07-1984","28-10-2019"
"10806080","28-10-2019","28-10-2019"
"10806258","",""
"10806743","17-01-2007","28-09-1989"
"10806757","30-06-2000","23-11-2000"
"10806761","20-06-2003","15-07-2003"
"10806773","19-07-1991","17-02-2005"
"10806791","-","-"
"10807005","29-12-1999","04-08-1984"
"10807010","",""
"10807013","23-02-1983","04-08-1984"
"10807014","23-02-1983","04-08-1984"
"10807015","",""
"10807016","01-01-1900","14-10-2000"
"10807017","18-07-1981","01-01-1900"
"10807018","29-04-1979","01-01-1900"
"10807020","01-01-1900","06-02-2019"
"10807021","20-06-1991","01-04-1991"
"10807024","27-05-1902","21-07-1997"
"10807025","01-01-1990","13-07-1984"
"10807026","10-04-1993","30-10-2018"
"10807027","12-08-1997","16-07-1997"
"10807030","20-04-2000","23-04-2000"
"10807031","19-03-1984","12-08-1986"
"10807033","01-07-1992","24-03-1994"
"10807036","01-01-1900","16-07-1989"
"10807037","27-08-1992","27-08-1992"
"10807058","23-08-1993","23-08-1993"
"10807064","01-01-1977","01-01-1977"
"10807065","06-07-2022","06-07-2022"
"10807066","09-11-1983","09-11-1983"
"10807067","31-10-1984","01-07-1984"
"10807068","20-11-1984","20-11-1984"
"10807560","01-01-1900","01-01-1900"
"10807564","01-07-1980","07-07-1983"
"10807565","10-01-1996","05-09-1995"
"10807588","09-08-1989","19-08-1989"
"10807590","12-08-1991","11-11-2017"
"10809287","-","-"
"10809291","12-07-2006","12-07-2006"
"10809592","21-09-2005","21-09-2005"
"10809706","08-05-2006","22-02-2023"
"10809708","",""
"10809746","14-03-2020","14-03-2020"
"10809885","10-09-2007","05-03-2007"
"10809916","01-01-1901","04-12-2007"
"10810017","01-01-1900","20-04-2014"
"10810020","15-07-2010","15-07-2010"
"10810186","21-08-2007","21-08-2007"
"10810191","",""
"10810192","22-02-2008","22-02-2008"
"10810205","01-01-1900","20-04-2014"
"10810229","21-08-2007","21-08-2007"
"10810271","12-07-2006","12-07-2006"
"10810335","27-08-2008","27-08-2008"
"10810369","26-09-2007","26-09-2007"
"10810398","28-03-2006","28-03-2006"
"10810509","24-03-2005","24-03-2005"
"10810522","29-03-2007","29-03-2007"
"10810592","17-07-2009","02-10-2013"
"10810638","02-01-1987","14-10-2000"
"10810655","29-07-2005","22-03-2012"
"10810670","01-01-1901","01-01-1900"
"10810735","",""
"10810747","02-02-1988","02-02-1988"
"10810802","21-04-2005","21-04-2005"
"10810872","17-09-2007","18-09-2007"
"10811025","-","-"
"10811206","26-10-2009","26-10-2009"
"10811212","01-01-1900","03-01-2011"
"10811572","13-12-2004","09-02-2010"
"10814042","08-07-2008","28-10-2019"
"10814045","01-07-2007","28-10-2019"
"10814061","09-11-2023","09-05-2006"
"10814589","16-02-2009","30-03-2009"
"10814594","14-07-2008","21-03-2014"
"10814642","-","-"
"10814705","22-03-2002","01-06-2010"
"10814910","08-04-2010","07-08-2012"
"10814936","14-05-2008","07-01-2010"
"10815037","01-01-1900","-"
"10815040","01-01-1901","16-07-2005"
"10815051","-","-"
"10815065","04-11-2010","24-02-2011"
"10815084","22-12-2023","14-03-2020"
"10815233","01-01-1900","01-01-1900"
